id_inscripcion,id_estudiante,codigo_asignatura,semestre,anio,docente,nombre,rut,anio_ingreso,email,nota_promedio,nota_minima,nota_maxima,cantidad_evaluaciones,ponderacion_total,nota_final_ponderada,total_clases,presentes,ausentes,justificados,tardanzas,tasa_asistencia,carga_asignaturas,antiguedad_ingreso,aprobado,nota_promedio_scaled,nota_minima_scaled,nota_maxima_scaled,nota_final_ponderada_scaled,cantidad_evaluaciones_scaled,ponderacion_total_scaled,total_clases_scaled,presentes_scaled,ausentes_scaled,justificados_scaled,tardanzas_scaled,tasa_asistencia_scaled,carga_asignaturas_scaled,antiguedad_ingreso_scaled,carrera_Administracion,carrera_Arquitectura,carrera_Derecho,carrera_Enfermeria,carrera_Ing. Civil,carrera_Ing. Informatica,carrera_Psicologia,sede_Concepcion,sede_Santiago Centro,sede_Sede Norte,sede_Sede Sur,sede_Vina Del Mar,estado_matricula_Congelada,estado_matricula_Desertor,estado_matricula_Egresado,estado_matricula_Regular,nombre_asignatura_Algoritmos,nombre_asignatura_Base De Datos,nombre_asignatura_Calculo I,nombre_asignatura_Contabilidad,nombre_asignatura_Estadistica,nombre_asignatura_Etica,nombre_asignatura_Fisica,nombre_asignatura_Ingles,nombre_asignatura_Marketing,nombre_asignatura_Programacion,nombre_asignatura_Quimica,nombre_asignatura_Redes,seccion_001D,seccion_001V,seccion_002D,seccion_003D,riesgo_academico_Alto,riesgo_academico_Bajo,riesgo_academico_Medio,resultado_academico_Aceptable,resultado_academico_Critico,resultado_academico_En Riesgo,resultado_academico_Sobresaliente 
51,185,ASG-448,2,2022,Francisca Figueroa Contreras,Vicente Contreras Castro,6113683-9,2021,vicente.contreras@gmail.com,5.6,5.6,5.6,1.0,15.0,5.6,2.0,1.0,0.0,1.0,0.0,1.0,2,1,1,0.8,0.8,0.8,0.8,0.2,0.1071,0.5,0.3333,0.0,0.5,0.0,1.0,0.3333,0.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
578,185,ASG-157,2,2022,Jose Gonzalez Tapia,Vicente Contreras Castro,6113683-9,2021,vicente.contreras@gmail.com,4.066666666666666,3.6,4.6,3.0,90.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.581,0.5143,0.6571,0.57,0.6,0.6429,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
816,191,ASG-302,2,2022,Carolina Silva Sepulveda,Vicente Flores Martinez,9140040-8,2020,vicente.flores@outlook.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
747,192,ASG-843,2,2022,Valentina Araya Martinez,Sin Nombre,7320333-5,2020,sin_email_192@correo.local,3.2,3.2,3.2,1.0,40.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0.4571,0.4571,0.4571,0.4571,0.2,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
50,196,ASG-383,2,2022,Carlos Tapia Gonzalez,Felipe Bravo Torres,9771490-9,2023,felipe.bravo@outlook.com,1.6,1.6,1.6,1.0,10.0,1.6,1.0,0.0,0.0,1.0,0.0,1.0,2,0,0,0.2286,0.2286,0.2286,0.2286,0.2,0.0714,0.25,0.0,0.0,0.5,0.0,1.0,0.3333,0.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
224,196,ASG-421,2,2022,Antonia Reyes Figueroa,Felipe Bravo Torres,9771490-9,2023,felipe.bravo@outlook.com,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333,0.0,0.0,0.0,1.0,0.3333,0.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
349,207,ASG-628,2,2022,Jose Zambrano Soto,Sofia Rivera Soto,19208409-9,2024,sofia.rivera@gmail.com,2.7,2.7,2.7,1.0,35.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.3857,0.3857,0.3857,0.3857,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
721,207,ASG-901,2,2022,Gabriel Morales Valenzuela,Sofia Rivera Soto,19208409-9,2024,sofia.rivera@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
859,207,ASG-209,2,2022,Nicolas Rojas Castro,Sofia Rivera Soto,19208409-9,2024,sofia.rivera@gmail.com,1.5,1.5,1.5,1.0,25.0,1.5,2.0,2.0,0.0,0.0,0.0,1.0,4,0,0,0.2143,0.2143,0.2143,0.2143,0.2,0.1786,0.5,0.6667,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
871,207,ASG-407,2,2022,Andres Sepulveda Rivera,Sofia Rivera Soto,19208409-9,2024,sofia.rivera@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333,0.0,0.5,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
324,208,ASG-259,2,2022,Alejandra Torres Torres,Tomas Vergara Rodriguez,SIN-RUT,2020,tomas.vergara@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
751,209,ASG-665,2,2022,Marcela Martinez Contreras,Carlos Vergara Flores,22114238-7,2021,carlos.vergara@outlook.com,4.5,4.5,4.5,1.0,10.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.6429,0.6429,0.6429,0.6429,0.2,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
684,216,ASG-573,2,2022,Macarena Munoz Gonzalez,Ignacio Gatica Valenzuela,15000647-3,2023,sin_email_216@correo.local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
477,219,ASG-158,2,2022,Valentina Medina Rodriguez,Valentina Flores Flores,20053676-3,2023,valentina.flores@outlook.com,2.2,2.2,2.2,1.0,30.0,2.2,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0.3143,0.3143,0.3143,0.3143,0.2,0.2143,0.25,0.3333,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
524,221,ASG-638,2,2022,Matias Aguilera Rodriguez,Nicolas Fuentes Rojas,21106730-4,2022,nicolas.fuentes@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
212,228,ASG-109,2,2022,Martin Jara Flores,Paula Garcia Perez,7967122-2,2020,paula.garcia@outlook.com,1.0,1.0,1.0,1.0,40.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2,0,0.1429,0.1429,0.1429,0.1429,0.2,0.2857,0.25,0.3333,0.0,0.0,0.0,1.0,0.0,0.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
561,231,ASG-809,2,2022,Nicolas Rojas Sepulveda,Natalia Munoz Soto,24171552-5,2022,natalia.munoz@gmail.com,4.0,4.0,4.0,1.0,10.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,1,0.5714,0.5714,0.5714,0.5714,0.2,0.0714,0.25,0.3333,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
625,232,ASG-217,2,2022,Valentina Morales Reyes,Diego Lopez Castro,17336063-8,2023,diego.lopez@outlook.com,3.7,1.2,6.2,2.0,40.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.5286,0.1714,0.8857,0.44,0.4,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
97,234,ASG-SINCOD,2,2022,Cristobal Perez Araya,Natalia Bravo Valenzuela,24000578-9,2020,natalia.bravo@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
821,235,ASG-462,2,2022,Emilio Diaz Araya,Valentina Gonzalez Fuentes,5400453-3,2023,valentina.gonzalez@outlook.com,5.6,5.6,5.6,1.0,35.0,5.6,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.8,0.8,0.8,0.8,0.2,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
333,240,ASG-214,2,2022,Marcela Rodriguez Sepulveda,Isidora Perez Silva,5900121-3,2023,isidora.perez@outlook.com,2.8,2.8,2.8,1.0,30.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.4,0.4,0.4,0.4,0.2,0.2143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
334,243,ASG-789,2,2022,Ana Valenzuela Figueroa,Benjamin Martinez Garcia,20163289-0,2019,benjamin.martinez@outlook.com,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333,0.0,0.0,0.0,1.0,0.0,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
780,244,ASG-337,2,2022,Javiera Hernandez Morales,Natalia Rivera Soto,24231032-4,2022,natalia.rivera@outlook.com,6.9,6.9,6.9,1.0,30.0,6.9,3.0,1.0,1.0,0.0,1.0,0.3333,1,0,1,0.9857,0.9857,0.9857,0.9857,0.2,0.2143,0.75,0.3333,0.5,0.0,0.5,0.3333,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
362,246,ASG-554,2,2022,Emilio Diaz Reyes,Cristobal Diaz Vergara,13511054-6,2022,cristobal.diaz@outlook.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
616,246,ASG-444,2,2022,Valentina Nunez Figueroa,Cristobal Diaz Vergara,13511054-6,2022,cristobal.diaz@outlook.com,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,1.0,0.3333,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
80,248,ASG-156,2,2022,Andres Lopez Fuentes,Alejandra Gonzalez Gatica,8128033-6,2022,alejandra.gonzalez@outlook.com,5.6,5.6,5.6,2.0,60.0,5.6,3.0,3.0,0.0,0.0,0.0,1.0,2,0,1,0.8,0.8,0.8,0.8,0.4,0.4286,0.75,1.0,0.0,0.0,0.0,1.0,0.3333,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
408,248,ASG-459,2,2022,Amanda Figueroa Valenzuela,Alejandra Gonzalez Gatica,8128033-6,2022,alejandra.gonzalez@outlook.com,1.1,1.1,1.1,1.0,15.0,1.1,1.0,0.0,0.0,1.0,0.0,1.0,2,0,0,0.1571,0.1571,0.1571,0.1571,0.2,0.1071,0.25,0.0,0.0,0.5,0.0,1.0,0.3333,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
258,251,ASG-872,2,2022,Lorena Gonzalez Zambrano,Antonia Castro Sepulveda,24817135-5,2020,antonia.castro@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333,0.0,0.5,0.0,1.0,0.0,0.4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
128,253,ASG-260,2,2022,Paula Jara Rivera,Santiago Rodriguez Morales,20039701-6,2024,santiago.rodriguez@outlook.com,3.3,3.3,3.3,1.0,15.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.4714,0.4714,0.4714,0.4714,0.2,0.1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
185,254,ASG-765,2,2022,Maria Garcia Fuentes,Barbara Morales Gonzalez,23744028-4,2021,barbara.morales@outlook.com,4.0,4.0,4.0,1.0,40.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.5714,0.5714,0.5714,0.5714,0.2,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
877,255,ASG-329,2,2022,Sebastian Zambrano Diaz,Camila Aguilera Fuentes,8868937-8,2021,camila.aguilera@outlook.com,1.9,1.9,1.9,1.0,40.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.2714,0.2714,0.2714,0.2714,0.2,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
799,264,ASG-862,2,2022,Ignacio Contreras Soto,Emilio Jara Zambrano,20851755-3,2019,emilio.jara@gmail.com,4.5,4.5,4.5,1.0,35.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,0.6429,0.6429,0.6429,0.6429,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
370,266,ASG-205,2,2022,Macarena Fuentes Valenzuela,Sebastian Rivera Lopez,12576533-2,2023,sebastian.rivera@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
733,270,ASG-694,2,2022,Joaquin Perez Soto,Lucas Medina Bravo,13859283-5,2020,lucas.medina@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
586,272,ASG-393,2,2022,Emilio Flores Munoz,Barbara Castro Morales,15139970-8,2023,barbara.castro@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333,0.0,0.0,0.0,1.0,0.3333,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
761,272,ASG-387,2,2022,Docente No Informado,Barbara Castro Morales,15139970-8,2023,barbara.castro@gmail.com,4.0,4.0,4.0,1.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0.5714,0.5714,0.5714,0.5714,0.2,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
61,274,ASG-417,2,2022,Alejandra Gonzalez Hernandez,Camila Silva Torres,6449188-9,2020,sin_email_274@correo.local,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6667,0.0,0.0,0.0,1.0,0.3333,0.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
136,274,ASG-338,2,2022,Marcela Fuentes Espinoza,Camila Silva Torres,6449188-9,2020,sin_email_274@correo.local,3.85,2.4,5.3,2.0,30.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0.55,0.3429,0.7571,0.4814,0.4,0.2143,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
484,276,ASG-124,2,2022,Tomas Bravo Vergara,Sebastian Bravo Araya,12288578-1,2024,sebastian.bravo@outlook.com,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
396,278,ASG-989,2,2022,Francisca Bravo Soto,Gabriel Tapia Nunez,16557436-6,2024,gabriel.tapia@gmail.com,2.5,2.5,2.5,1.0,30.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.3571,0.3571,0.3571,0.3571,0.2,0.2143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
132,279,ASG-976,2,2022,Natalia Jara Rivera,Camila Espinoza Valenzuela,5655442-5,2021,camila.espinoza@gmail.com,3.4000000000000004,2.6,4.2,2.0,50.0,3.72,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.4857,0.3714,0.6,0.5314,0.4,0.3571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
130,280,ASG-932,2,2022,Sebastian Medina Lopez,Barbara Tapia Garcia,14714346-2,2023,barbara.tapia@outlook.com,5.6,5.6,5.6,1.0,15.0,5.6,1.0,1.0,0.0,0.0,0.0,1.0,2,0,1,0.8,0.8,0.8,0.8,0.2,0.1071,0.25,0.3333,0.0,0.0,0.0,1.0,0.3333,0.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
708,280,ASG-224,2,2022,Amanda Torres Fuentes,Barbara Tapia Garcia,14714346-2,2023,barbara.tapia@outlook.com,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.3333,0.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
881,285,ASG-928,2,2022,Maria Bravo Lopez,Martin Zambrano Sepulveda,21016168-6,2020,martin.zambrano@gmail.com,5.6,5.6,5.6,1.0,10.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,0.8,0.8,0.8,0.8,0.2,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
593,286,ASG-973,2,2022,Francisca Fuentes Fuentes,Constanza Bravo Sepulveda,SIN-RUT,2022,sin_email_286@correo.local,2.7,2.7,2.7,1.0,40.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.3857,0.3857,0.3857,0.3857,0.2,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
152,291,ASG-121,2,2022,Cristobal Valenzuela Hernandez,Emilio Aguilera Gatica,17148628-4,2022,emilio.aguilera@outlook.com,1.9,1.9,1.9,1.0,40.0,1.9,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.2714,0.2714,0.2714,0.2714,0.2,0.2857,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
522,295,ASG-388,2,2022,Amanda Jara Reyes,Felipe Nunez Gonzalez,23967460-7,2023,sin_email_295@correo.local,2.4,2.4,2.4,1.0,40.0,2.4,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0.3429,0.3429,0.3429,0.3429,0.2,0.2857,0.25,0.3333,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
378,297,ASG-521,2,2022,Maximiliano Medina Sepulveda,Benjamin Garcia Figueroa,17999025-9,2022,benjamin.garcia@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
327,301,ASG-260,2,2022,Vicente Lopez Diaz,Vicente Munoz Rivera,11818848-9,2023,vicente.munoz@gmail.com,6.5,6.5,6.5,1.0,30.0,6.5,1.0,1.0,0.0,0.0,0.0,1.0,2,0,1,0.9286,0.9286,0.9286,0.9286,0.2,0.2143,0.25,0.3333,0.0,0.0,0.0,1.0,0.3333,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
752,301,ASG-785,2,2022,Lorena Valenzuela Fuentes,Vicente Munoz Rivera,11818848-9,2023,vicente.munoz@gmail.com,4.35,3.2,5.5,2.0,45.0,4.22,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0.6214,0.4571,0.7857,0.6029,0.4,0.3214,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
129,303,ASG-480,2,2022,Santiago Torres Medina,Carlos Tapia Torres,22027888-4,2023,carlos.tapia@gmail.com,1.0,1.0,1.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.1429,0.1429,0.1429,0.1429,0.2,0.1071,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
